,dataset,dropout,kmeans_ari_0,kmeans_nmi_0,layers,leiden_ari_0,leiden_nmi_0,lr,run,temperature
16,data_0c8,0.8,0.5972209830749611,0.6283638691496364,"[100, 30]",0.7897409884319944,0.6915147921967497,1e-05,0.0,0.07
17,data_0c8,0.8,0.5774951860645414,0.6117958717007275,"[100, 30]",0.7875236047013678,0.6856807757090649,1e-05,1.0,0.07
18,data_0c8,0.8,0.5722612958398409,0.6001066309700893,[100],0.6823347091297782,0.5849584441474323,1e-05,0.0,0.07
19,data_0c8,0.8,0.5392656718909469,0.5958713298452722,[100],0.7021852342598953,0.5953621684749224,1e-05,1.0,0.07
20,data_0c8,0.5,0.5234644022111643,0.5985213573785159,"[200, 100, 30]",0.7430358611686568,0.6335530080069278,1e-05,0.0,0.07
21,data_0c8,0.5,0.5672692185076648,0.6332753140399404,"[200, 100, 30]",0.7748412221648964,0.6726351444210413,1e-05,1.0,0.07
22,data_0c8,0.5,0.5892619432953109,0.6398736983683119,"[200, 100, 50, 30]",0.7747442783481986,0.6649566227178938,1e-05,0.0,0.07
23,data_0c8,0.5,0.5430191116226128,0.6086483058133211,"[200, 100, 50, 30]",0.7542187696495916,0.6449603042154848,1e-05,1.0,0.07
24,data_0c8,0.5,0.4650752393537252,0.4964815247891571,[50],0.3978002184353967,0.3479911198197669,1e-05,0.0,0.07
25,data_0c8,0.5,0.4328284321585892,0.4846250889064939,[50],0.3854345437679365,0.31993609006345763,1e-05,1.0,0.07
26,data_0c8,0.5,0.5291709160885929,0.5782370660413675,"[100, 30]",0.5995356760011291,0.5233983308560979,1e-05,0.0,0.07
27,data_0c8,0.5,0.5434150061863517,0.5832701339679062,"[100, 30]",0.6513579066961884,0.5412491506945991,1e-05,1.0,0.07
28,data_0c8,0.5,0.4471629352187784,0.4910962564346179,[100],0.2771151533466955,0.2615316697004732,1e-05,0.0,0.07
29,data_0c8,0.5,0.4545428472521802,0.4822834840773568,[100],0.2850167923900785,0.2615033228353333,1e-05,1.0,0.07
30,data_1c4,0.9,0.5584231949714583,0.5449083370438319,"[200, 100, 30]",0.3841800080941189,0.4803645244812114,1e-05,0.0,0.07
31,data_1c4,0.9,0.5586098865424433,0.5485291898654062,"[200, 100, 30]",0.3950169816684749,0.4926718942109189,1e-05,1.0,0.07
32,data_1c4,0.9,0.5757416151661121,0.5629584428715582,"[200, 100, 50, 30]",0.3334410463962139,0.4699960881680048,1e-05,0.0,0.07
33,data_1c4,0.9,0.5683809458852329,0.5391299876134253,"[200, 100, 50, 30]",0.3949888033643443,0.4755655534750797,1e-05,1.0,0.07
34,data_1c4,0.9,0.3990529934014286,0.4314819070286793,[50],0.3033688030927511,0.3637465184275451,1e-05,0.0,0.07
35,data_1c4,0.9,0.4015963844145664,0.4363215355668977,[50],0.30353403606504153,0.3614218069040381,1e-05,1.0,0.07
36,data_1c4,0.9,0.5871714359593725,0.5582363971551229,"[100, 30]",0.3991688260421444,0.4915823498644674,1e-05,0.0,0.07
37,data_1c4,0.9,0.550077478746559,0.5509702119860781,"[100, 30]",0.3871826400587014,0.477788366364921,1e-05,1.0,0.07
38,data_1c4,0.9,0.4077493595079439,0.44331738795789344,[100],0.3454341284277241,0.3561440060869949,1e-05,0.0,0.07
39,data_1c4,0.9,0.4063370986113594,0.4442044859264309,[100],0.2855052165565014,0.3255902475211689,1e-05,1.0,0.07
40,data_1c4,0.8,0.6360855486854355,0.6307998625139609,"[200, 100, 30]",0.6270406358644338,0.620269142338219,1e-05,0.0,0.07
41,data_1c4,0.8,0.6170559607240876,0.6274785106130044,"[200, 100, 30]",0.5926508553078544,0.5909379154476626,1e-05,1.0,0.07
42,data_1c4,0.8,0.6334677587248949,0.6304884048113293,"[200, 100, 50, 30]",0.4626013974797085,0.5502873765157961,1e-05,0.0,0.07
43,data_1c4,0.8,0.6293965098678541,0.6352190206280816,"[200, 100, 50, 30]",0.4455499973449704,0.5602645639361968,1e-05,1.0,0.07
44,data_1c4,0.8,0.3990632367130641,0.429942766145804,[50],0.2870317417085533,0.3184521645712453,1e-05,0.0,0.07
45,data_1c4,0.8,0.4010977431682098,0.4364590142012552,[50],0.2446464406721971,0.2811366968784911,1e-05,1.0,0.07
46,data_1c4,0.8,0.5625988257695608,0.5610739358779371,"[100, 30]",0.3579459298085748,0.4501512907533793,1e-05,0.0,0.07
47,data_1c4,0.8,0.5708590105814364,0.5674196021328829,"[100, 30]",0.4948178989018637,0.4940502325971447,1e-05,1.0,0.07
48,data_1c4,0.8,0.3964691729281325,0.4248644980733015,[100],0.2537888012840145,0.2835734521066435,1e-05,0.0,0.07
49,data_1c4,0.8,0.40022778935739217,0.4327329441148681,[100],0.2682544764976492,0.2987671487917015,1e-05,1.0,0.07
50,data_1c4,0.5,0.5955929764684476,0.6037218649306074,"[200, 100, 30]",0.2086440761383116,0.35368674486427515,1e-05,0.0,0.07
51,data_1c4,0.5,0.5788822650784711,0.5724588819979748,"[200, 100, 30]",0.16007699661132455,0.2978776762377772,1e-05,1.0,0.07
52,data_1c4,0.5,0.4191922590151162,0.4598473339359258,"[200, 100, 50, 30]",0.1782568858451562,0.31740773031582664,1e-05,0.0,0.07
53,data_1c4,0.5,0.4160869391231734,0.4597757885618352,"[200, 100, 50, 30]",0.1162169506543518,0.2616126848491044,1e-05,1.0,0.07
54,data_1c4,0.5,0.37463455418948943,0.397248424385115,[50],0.07336277366303999,0.13411697226567926,1e-05,0.0,0.07
55,data_1c4,0.5,0.3760047279803131,0.3953765880219836,[50],0.07819555581193177,0.13246015038824396,1e-05,1.0,0.07
56,data_1c4,0.5,0.4146576981752858,0.4635719591734696,"[100, 30]",0.17264495649886388,0.2933862349584864,1e-05,0.0,0.07
57,data_1c4,0.5,0.41587081385715785,0.4594291096649926,"[100, 30]",0.13502818212057438,0.2540624910262407,1e-05,1.0,0.07
58,data_1c4,0.5,0.3755512331984111,0.3964483989865692,[100],0.06973832518344614,0.13410208083295627,1e-05,0.0,0.07
59,data_1c4,0.5,0.3763846825344839,0.3883805860133612,[100],0.062121524337441836,0.11656459197968876,1e-05,1.0,0.07
60,data_0c16,0.9,0.19935031180536236,0.2579322697179441,"[200, 100, 30]",0.21992261685128747,0.23016236402197104,1e-05,0.0,0.07
61,data_0c16,0.9,0.20019931040164232,0.25392904878225714,"[200, 100, 30]",0.2295078006149903,0.23283315526905296,1e-05,1.0,0.07
62,data_0c16,0.9,0.16373648353511264,0.2288917502464311,"[200, 100, 50, 30]",0.18664108443684246,0.20738800949155967,1e-05,0.0,0.07
63,data_0c16,0.9,0.14406510387468652,0.21035583215762613,"[200, 100, 50, 30]",0.1608214416781083,0.19497636118335013,1e-05,1.0,0.07
64,data_0c16,0.9,0.13094864110742216,0.1826062243072373,[50],0.054634281811493886,0.09027058639312413,1e-05,0.0,0.07
65,data_0c16,0.9,0.11952363924594835,0.17963180268469106,[50],0.03987887634155352,0.07321153839496866,1e-05,1.0,0.07
66,data_0c16,0.9,0.16323633659273304,0.20493073601159864,"[100, 30]",0.12730662301103626,0.15482954260105514,1e-05,0.0,0.07
67,data_0c16,0.9,0.15642940112514794,0.21643841057533247,"[100, 30]",0.14506493352785688,0.17004384039172274,1e-05,1.0,0.07
68,data_0c16,0.9,0.17381476302850588,0.2174649496715804,[100],0.051841954311497775,0.08962148066156939,1e-05,0.0,0.07
69,data_0c16,0.9,0.1584393929665892,0.21069007835242234,[100],0.043176175501110116,0.08705001767257778,1e-05,1.0,0.07
70,data_0c16,0.8,0.2821698786819216,0.3157092149338002,"[200, 100, 30]",0.31339883825189024,0.3109974078178135,1e-05,0.0,0.07
71,data_0c16,0.8,0.3053858585017856,0.3196996368944738,"[200, 100, 30]",0.3030595681982289,0.2957030517767312,1e-05,1.0,0.07
72,data_0c16,0.8,0.30033830280446666,0.3295366208512946,"[200, 100, 50, 30]",0.33295381440772553,0.318322869002968,1e-05,0.0,0.07
73,data_0c16,0.8,0.2917011058823369,0.3297655937173944,"[200, 100, 50, 30]",0.31523875986309463,0.3133017783857365,1e-05,1.0,0.07
74,data_0c16,0.8,0.13765127189484866,0.18896495396742066,[50],0.042784064479655916,0.07952386661889814,1e-05,0.0,0.07
75,data_0c16,0.8,0.12784941013559478,0.1716339986340688,[50],0.04538912209470868,0.07480961363843168,1e-05,1.0,0.07
76,data_0c16,0.8,0.2645671686455941,0.2991821713512916,"[100, 30]",0.2269549006846007,0.22402920429412404,1e-05,0.0,0.07
77,data_0c16,0.8,0.23356093197026526,0.2719396734829912,"[100, 30]",0.208069239098796,0.21520674297444264,1e-05,1.0,0.07
78,data_0c16,0.8,0.10715667012356142,0.1506297283528335,[100],0.02458326241858183,0.05886541741380943,1e-05,0.0,0.07
79,data_0c16,0.8,0.09148456756342928,0.14653037647439904,[100],0.029874863108009162,0.06294254878670233,1e-05,1.0,0.07
80,data_0c16,0.5,0.12103889447667808,0.17397122636624338,"[200, 100, 30]",0.06284292608760941,0.11032026861375767,1e-05,0.0,0.07
81,data_0c16,0.5,0.17819091694361022,0.21411229121718425,"[200, 100, 30]",0.08437541208326711,0.11836590860205262,1e-05,1.0,0.07
82,data_0c16,0.5,0.1313727847628913,0.18160286043439486,"[200, 100, 50, 30]",0.08344064409921421,0.13109024986725334,1e-05,0.0,0.07
83,data_0c16,0.5,0.13297372509004038,0.18832944554413866,"[200, 100, 50, 30]",0.09462037525610778,0.12537988330713135,1e-05,1.0,0.07
84,data_0c16,0.5,0.03357282770345218,0.07490143634818039,[50],0.009997379985449405,0.049206993996266005,1e-05,0.0,0.07
85,data_0c16,0.5,0.03676659408336393,0.08193973060485879,[50],0.005719324317865265,0.0404176184810204,1e-05,1.0,0.07
86,data_0c16,0.5,0.12058124583424586,0.16391945032944605,"[100, 30]",0.07229771371236286,0.11187688246867908,1e-05,0.0,0.07
87,data_0c16,0.5,0.10907814656332672,0.1562731248060709,"[100, 30]",0.0485770477513516,0.09532732386764434,1e-05,1.0,0.07
88,data_0c16,0.5,0.036425869681795855,0.07443529928445711,[100],0.005942322705799888,0.03783982294942418,1e-05,0.0,0.07
89,data_0c16,0.5,0.03388782139956227,0.07634585678270685,[100],0.005589747415092382,0.039160622853797684,1e-05,1.0,0.07
90,data_1.5c16,0.9,0.006783542911697393,0.031145653676247192,"[200, 100, 30]",0.003392556484349404,0.022075133373911773,1e-05,0.0,0.07
91,data_1.5c16,0.9,0.006051234719870963,0.027825984682367664,"[200, 100, 30]",0.0024845935497526733,0.02168943702192215,1e-05,1.0,0.07
92,data_1.5c16,0.9,0.005553887104087372,0.02466068577374555,"[200, 100, 50, 30]",0.0027442303213841795,0.020229301294161697,1e-05,0.0,0.07
93,data_1.5c16,0.9,0.0053030522579003035,0.025308189183684462,"[200, 100, 50, 30]",0.0041884208473688435,0.023777508891726005,1e-05,1.0,0.07
94,data_1.5c16,0.9,0.005816110179340727,0.02736924164109045,[50],0.0030484661950895705,0.023563015907702028,1e-05,0.0,0.07
95,data_1.5c16,0.9,0.005169905257557232,0.02576084035980374,[50],0.002234740753988866,0.020398506094993638,1e-05,1.0,0.07
96,data_1.5c16,0.9,0.005030804038580029,0.026616093549749646,"[100, 30]",0.0007428521016280872,0.02277422616768275,1e-05,0.0,0.07
97,data_1.5c16,0.9,0.006865644504332436,0.031100360868949132,"[100, 30]",0.0033106780278582327,0.022779279816456784,1e-05,1.0,0.07
98,data_1.5c16,0.9,0.004893028161777183,0.027683701162915623,[100],0.0009655852053215447,0.025439517644931808,1e-05,0.0,0.07
99,data_1.5c16,0.9,0.005164630999096979,0.0252278590036924,[100],0.0013141317454706176,0.024649474561777143,1e-05,1.0,0.07
100,data_1.5c16,0.8,0.009075324197898658,0.035140051556223115,"[200, 100, 30]",0.003966605358012703,0.02479224610620581,1e-05,0.0,0.07
101,data_1.5c16,0.8,0.009137416708546156,0.032775180344536116,"[200, 100, 30]",0.004049577921323907,0.02491310190048284,1e-05,1.0,0.07
102,data_1.5c16,0.8,0.008784577639204942,0.03412022475223033,"[200, 100, 50, 30]",0.007634073371640035,0.03307275855583787,1e-05,0.0,0.07
103,data_1.5c16,0.8,0.00906633155577554,0.03312686014859849,"[200, 100, 50, 30]",0.007645679052250063,0.03078506154390445,1e-05,1.0,0.07
104,data_1.5c16,0.8,0.00609907657473326,0.028069698767779958,[50],0.0011406675374618525,0.025491212724166327,1e-05,0.0,0.07
105,data_1.5c16,0.8,0.0095589287739403,0.035611896368963336,[50],0.003079077157486934,0.024674747287652225,1e-05,1.0,0.07
106,data_1.5c16,0.8,0.008969689875061701,0.03337756574190577,"[100, 30]",0.0027092423063099858,0.028196588016815082,1e-05,0.0,0.07
107,data_1.5c16,0.8,0.008296687907152973,0.032732880846827794,"[100, 30]",0.004020419329852303,0.031189888992131994,1e-05,1.0,0.07
108,data_1.5c16,0.8,0.0049315219033543465,0.026938183698066158,[100],0.002427930761237154,0.028541805944378,1e-05,0.0,0.07
109,data_1.5c16,0.8,0.00675855523352116,0.030056244331973913,[100],0.002098722914043085,0.028792266002032583,1e-05,1.0,0.07
110,data_1.5c16,0.5,0.00731393889029732,0.03249387766694699,"[200, 100, 30]",0.0040421172971311144,0.026002813581399598,1e-05,0.0,0.07
111,data_1.5c16,0.5,0.00558092024206916,0.027234840317508426,"[200, 100, 30]",0.004908115094086211,0.032268953054839795,1e-05,1.0,0.07
112,data_1.5c16,0.5,0.006755569663339792,0.029878875343109276,"[200, 100, 50, 30]",0.003792805955531279,0.02715372544754694,1e-05,0.0,0.07
113,data_1.5c16,0.5,0.005021859417806547,0.028623736054377187,"[200, 100, 50, 30]",0.004177764497335724,0.02813476650003494,1e-05,1.0,0.07
114,data_1.5c16,0.5,0.004249322667129092,0.024597350594518303,[50],0.0017539888007151914,0.02792787706406037,1e-05,0.0,0.07
115,data_1.5c16,0.5,0.009704421419750996,0.03375522893343652,[50],0.0015189269841440938,0.028146251727300543,1e-05,1.0,0.07
116,data_1.5c16,0.5,0.006517761953116189,0.03027431067447021,"[100, 30]",0.0038723309873618713,0.0307056788855803,1e-05,0.0,0.07
117,data_1.5c16,0.5,0.006523524653526623,0.02748010013405531,"[100, 30]",0.002915275250612062,0.025471833999143524,1e-05,1.0,0.07
118,data_1.5c16,0.5,0.008345455139479171,0.032266007302530084,[100],0.0011268270240047595,0.025600416713463508,1e-05,0.0,0.07
119,data_1.5c16,0.5,0.005975581430033114,0.028693096001132713,[100],0.0013220967912545858,0.026513200287663418,1e-05,1.0,0.07
120,data_0c4,0.9,0.6677754837398989,0.6953962227147279,"[200, 100, 30]",0.5860425337732501,0.632057135661548,1e-05,0.0,0.07
121,data_0c4,0.9,0.6658379098098131,0.6878488409085224,"[200, 100, 30]",0.476061716753751,0.6038205956725355,1e-05,1.0,0.07
122,data_0c4,0.9,0.6708248197225432,0.6911331698981227,"[200, 100, 50, 30]",0.40665496067351664,0.5706541217790115,1e-05,0.0,0.07
123,data_0c4,0.9,0.6843541583672871,0.6997679912968041,"[200, 100, 50, 30]",0.38428809090991856,0.5686281841653377,1e-05,1.0,0.07
124,data_0c4,0.9,0.6528699762840521,0.6836373564425166,[50],0.6320864388520357,0.6453209592897591,1e-05,0.0,0.07
125,data_0c4,0.9,0.6515504579259351,0.6784059492067341,[50],0.6453119010466419,0.6400844799525776,1e-05,1.0,0.07
126,data_0c4,0.9,0.6593612821335605,0.6814984433475056,"[100, 30]",0.6401653610926863,0.6673860979993417,1e-05,0.0,0.07
127,data_0c4,0.9,0.6636775058105966,0.6806366638590223,"[100, 30]",0.6589976723757158,0.6727007154070801,1e-05,1.0,0.07
128,data_0c4,0.9,0.6573565861493549,0.6869580563713691,[100],0.6183466429229113,0.6234654240526208,1e-05,0.0,0.07
129,data_0c4,0.9,0.6587638625705409,0.6920698961040911,[100],0.6037815406482115,0.599089596014846,1e-05,1.0,0.07
130,data_0c4,0.8,0.6772154219802997,0.706001075605212,"[200, 100, 30]",0.6722948424459874,0.7039881969301416,1e-05,0.0,0.07
131,data_0c4,0.8,0.6885072007695918,0.7180025002210981,"[200, 100, 30]",0.6676045432526548,0.7018520547959975,1e-05,1.0,0.07
132,data_0c4,0.8,0.7002810961656926,0.722475881295113,"[200, 100, 50, 30]",0.5468139754845915,0.6598153895623754,1e-05,0.0,0.07
133,data_0c4,0.8,0.6887270596028511,0.7093822390077967,"[200, 100, 50, 30]",0.4741512858224335,0.6120205573091737,1e-05,1.0,0.07
134,data_0c4,0.8,0.6641086405401116,0.6964008656295441,[50],0.6245831043871503,0.6260024676121437,1e-05,0.0,0.07
135,data_0c4,0.8,0.6631949587452585,0.6935421901555869,[50],0.6395599715157549,0.6458661499134789,1e-05,1.0,0.07
136,data_0c4,0.8,0.6804781832776567,0.7116142894314901,"[100, 30]",0.6704035838234054,0.7035992080418657,1e-05,0.0,0.07
137,data_0c4,0.8,0.6730883944604403,0.6924752357681496,"[100, 30]",0.661545540245199,0.6779001502347927,1e-05,1.0,0.07
138,data_0c4,0.8,0.6662593257887593,0.6974238858465099,[100],0.6200671613393726,0.6176164287285726,1e-05,0.0,0.07
139,data_0c4,0.8,0.6685347635610194,0.7017712700810754,[100],0.6275522356143309,0.61457934444162,1e-05,1.0,0.07
140,data_0c4,0.5,0.675790354589272,0.7097801439923228,"[200, 100, 30]",0.24017969556660745,0.4365670992885836,1e-05,0.0,0.07
141,data_0c4,0.5,0.6582851261446631,0.67862270496656,"[200, 100, 30]",0.3219132496633354,0.482691567616535,1e-05,1.0,0.07
142,data_0c4,0.5,0.6500341085217609,0.6811200531880863,"[200, 100, 50, 30]",0.3260703348328925,0.4954160351010716,1e-05,0.0,0.07
143,data_0c4,0.5,0.6786627079341656,0.7192567075195789,"[200, 100, 50, 30]",0.3551830639420103,0.5165445844433219,1e-05,1.0,0.07
144,data_0c4,0.5,0.6149254374664936,0.6211758952040336,[50],0.21914789468465415,0.3184330787055687,1e-05,0.0,0.07
145,data_0c4,0.5,0.6188124394727363,0.6237402451984299,[50],0.17083860747914584,0.2899591310498645,1e-05,1.0,0.07
146,data_0c4,0.5,0.6347272807023296,0.6512845390192286,"[100, 30]",0.30677515531151595,0.4385246770153769,1e-05,0.0,0.07
147,data_0c4,0.5,0.6390761606103026,0.6631156221289016,"[100, 30]",0.2557477048781419,0.43546559291985204,1e-05,1.0,0.07
148,data_0c4,0.5,0.4388170387277673,0.4985556213724652,[100],0.2607181646037183,0.3405661723241533,1e-05,0.0,0.07
149,data_0c4,0.5,0.6211830189358185,0.6265666861975828,[100],0.18364662733200116,0.2460285215118497,1e-05,1.0,0.07
150,data_1.5c4,0.9,0.3567957641491337,0.3686976223656561,"[200, 100, 30]",0.2567971684752955,0.3205526038531333,1e-05,0.0,0.07
151,data_1.5c4,0.9,0.3462479755075688,0.35227691322628896,"[200, 100, 30]",0.2515961015296996,0.3084981047010016,1e-05,1.0,0.07
152,data_1.5c4,0.9,0.3584195100390601,0.36595940473290656,"[200, 100, 50, 30]",0.2204597122212236,0.31820901202991025,1e-05,0.0,0.07
153,data_1.5c4,0.9,0.33912042389341945,0.3508565582145418,"[200, 100, 50, 30]",0.2484239967803857,0.3059016857059938,1e-05,1.0,0.07
154,data_1.5c4,0.9,0.3572354720761368,0.3732737710768544,[50],0.2345937988562688,0.2498307562415985,1e-05,0.0,0.07
155,data_1.5c4,0.9,0.3654244815830866,0.3839303102812517,[50],0.20025471135761447,0.2396434466463244,1e-05,1.0,0.07
156,data_1.5c4,0.9,0.3629162878397444,0.3773617265410104,"[100, 30]",0.32515609816293883,0.3481324330391327,1e-05,0.0,0.07
157,data_1.5c4,0.9,0.3723524526132261,0.38017756519251095,"[100, 30]",0.30263451369891264,0.36031267303838976,1e-05,1.0,0.07
158,data_1.5c4,0.9,0.3651556487365882,0.3812181696335985,[100],0.17875929819471406,0.2144270827607232,1e-05,0.0,0.07
159,data_1.5c4,0.9,0.3599870514413393,0.3769178045521969,[100],0.15444349160555235,0.1975765288336083,1e-05,1.0,0.07
160,data_1.5c4,0.8,0.3967365752362538,0.4227570070274004,"[200, 100, 30]",0.30496647434525576,0.4195275945772469,1e-05,0.0,0.07
161,data_1.5c4,0.8,0.3880132249445533,0.4087342468737876,"[200, 100, 30]",0.2943236139789969,0.3619244359586917,1e-05,1.0,0.07
162,data_1.5c4,0.8,0.3742629547811403,0.3944652044518383,"[200, 100, 50, 30]",0.3087545619488776,0.3969449671303691,1e-05,0.0,0.07
163,data_1.5c4,0.8,0.3783819518445449,0.4033174949571688,"[200, 100, 50, 30]",0.37655077304686346,0.4441653151206485,1e-05,1.0,0.07
164,data_1.5c4,0.8,0.36275057396882426,0.3802905995048155,[50],0.1645917166943635,0.19624426105189574,1e-05,0.0,0.07
165,data_1.5c4,0.8,0.36351948318042027,0.3815792125700295,[50],0.13304031711512854,0.1899250785765322,1e-05,1.0,0.07
166,data_1.5c4,0.8,0.37260038073545215,0.395147103904849,"[100, 30]",0.2470004812945253,0.31016706796054305,1e-05,0.0,0.07
167,data_1.5c4,0.8,0.37168376035850653,0.3846694543063224,"[100, 30]",0.26155969793811473,0.3031651379262104,1e-05,1.0,0.07
168,data_1.5c4,0.8,0.3481673482212217,0.358015092347242,[100],0.15586315140411544,0.17818385912607268,1e-05,0.0,0.07
169,data_1.5c4,0.8,0.35564405064971644,0.36813380338979795,[100],0.10884944054251616,0.15465937631549692,1e-05,1.0,0.07
170,data_1.5c4,0.5,0.3915623558963232,0.42720638377456704,"[200, 100, 30]",0.09796766547261268,0.1823223008146592,1e-05,0.0,0.07
171,data_1.5c4,0.5,0.3884445071782976,0.4213172349949392,"[200, 100, 30]",0.10594537792864267,0.20042994737146164,1e-05,1.0,0.07
172,data_1.5c4,0.5,0.4104234107627418,0.4670719975962635,"[200, 100, 50, 30]",0.15261473061393,0.2668493913990392,1e-05,0.0,0.07
173,data_1.5c4,0.5,0.4090447529421993,0.4483645109734408,"[200, 100, 50, 30]",0.15182512161485842,0.2706487237331126,1e-05,1.0,0.07
174,data_1.5c4,0.5,0.3171295575336678,0.31808727975942075,[50],0.04209172513846105,0.0826594027554687,1e-05,0.0,0.07
175,data_1.5c4,0.5,0.31815154482157,0.3193526867284483,[50],0.02782623807718785,0.06946002142672876,1e-05,1.0,0.07
176,data_1.5c4,0.5,0.38484848150853024,0.41592847400467375,"[100, 30]",0.12699170854851205,0.21627431344766268,1e-05,0.0,0.07
177,data_1.5c4,0.5,0.3847604874853021,0.4117597622861737,"[100, 30]",0.13024160280357608,0.20445594925825872,1e-05,1.0,0.07
178,data_1.5c4,0.5,0.3315292546365167,0.332729048929038,[100],0.031190619222600236,0.07111869888416959,1e-05,0.0,0.07
179,data_1.5c4,0.5,0.3150534810656162,0.31395381249917803,[100],0.02581205901161029,0.056176898155700185,1e-05,1.0,0.07
180,data_1.5c8,0.9,0.3007725590400964,0.3283009676040789,"[200, 100, 30]",0.41191748380878107,0.3166323697021338,1e-05,0.0,0.07
181,data_1.5c8,0.9,0.2810758453186901,0.3179923204605241,"[200, 100, 30]",0.3240173716894081,0.3161618378053032,1e-05,1.0,0.07
182,data_1.5c8,0.9,0.3016159220463077,0.33475192502313583,"[200, 100, 50, 30]",0.3434436087468462,0.3372006248406007,1e-05,0.0,0.07
183,data_1.5c8,0.9,0.3036497631848274,0.3317003065263788,"[200, 100, 50, 30]",0.2861125126040076,0.3168064872104552,1e-05,1.0,0.07
184,data_1.5c8,0.9,0.16699406160599078,0.1781950413712524,[50],0.029720938021415167,0.05817996621393023,1e-05,0.0,0.07
185,data_1.5c8,0.9,0.16720567674250092,0.1828159237944721,[50],0.01888287988192281,0.04333258356824128,1e-05,1.0,0.07
186,data_1.5c8,0.9,0.2931692223741144,0.2937979543479332,"[100, 30]",0.2905961366303219,0.2795486211789125,1e-05,0.0,0.07
187,data_1.5c8,0.9,0.25949066245591945,0.2895813197598693,"[100, 30]",0.2513724239553059,0.2470540888487764,1e-05,1.0,0.07
188,data_1.5c8,0.9,0.13261289958483,0.1583386077124204,[100],0.013223495304037871,0.039259961884832086,1e-05,0.0,0.07
189,data_1.5c8,0.9,0.14119215728714452,0.1719541368162034,[100],0.016354049708117827,0.03425596336997207,1e-05,1.0,0.07
190,data_1.5c8,0.8,0.3718023169368083,0.4126516577463826,"[200, 100, 30]",0.568471484640215,0.4781874230404672,1e-05,0.0,0.07
191,data_1.5c8,0.8,0.3224725716041756,0.355487108921284,"[200, 100, 30]",0.4418563511826154,0.3526498855623496,1e-05,1.0,0.07
192,data_1.5c8,0.8,0.3735357154523739,0.4185282790642084,"[200, 100, 50, 30]",0.4416950968291052,0.4215266781015014,1e-05,0.0,0.07
193,data_1.5c8,0.8,0.3736417620816785,0.413732148956754,"[200, 100, 50, 30]",0.5601788109244008,0.47861564971061105,1e-05,1.0,0.07
194,data_1.5c8,0.8,0.1448677160173133,0.16780770812127938,[50],0.015003084931237934,0.03657186009245063,1e-05,0.0,0.07
195,data_1.5c8,0.8,0.1536895762099117,0.17824776677552528,[50],0.017336799648849443,0.04510905639452562,1e-05,1.0,0.07
196,data_1.5c8,0.8,0.2922183689597027,0.31635117299370663,"[100, 30]",0.2595291630509829,0.25340436623275275,1e-05,0.0,0.07
197,data_1.5c8,0.8,0.3029111903516967,0.3176171385769324,"[100, 30]",0.3782553847654047,0.2915316717780937,1e-05,1.0,0.07
198,data_1.5c8,0.8,0.1669170701608032,0.1817608891907168,[100],0.01114254801169519,0.036317784307652624,1e-05,0.0,0.07
